RECORD,Wdir_Avg,Wavg_Avg,Wmax_Max,Tair_Avg,RHum_Avg,Pair_Avg,Rintensity_Avg
1237442,146.3333,3.2,4.7,4.783333,78.14999,988.9,0
1237443,156.1667,2.8,5.5,4.7,78.21667,988.8333,0
1237444,192.1667,2.883333,5.3,4.633333,78.45,988.7833,0
1237445,139.1667,2.7,5.2,4.583333,78.68333,988.7166,0
1237446,145,2.416667,3.9,4.5,79.05,988.7,0
1237447,122.6667,3.25,4.6,4.483333,79.16666,988.5999,0
1237448,100.8333,1.35,2.9,4.4,79.16666,988.5999,0
1237449,143.8333,2.8,4.5,4.3,79.63333,988.5,0
1237450,139.1667,2.733333,4.5,4.3,80.01666,988.5,0
1237451,140.3333,2.8,3.8,4.3,80.16666,988.5,0
1237452,142.1667,2.45,4.9,4.3,80.23333,988.4167,0
1237453,146.5,1.7,2.7,4.3,80.14999,988.4,0
1237454,145.1667,3,4.5,4.283333,80.08333,988.3,0
1237455,148.5,3.166666,4.4,4.2,80.21667,988.3,0
1237456,176,3.183333,4.7,4.183333,80.33334,988.3,0
1237457,170.3333,4.4,6.2,4.1,80.48333,988.3,0
1237458,165,3.866667,6.1,4.1,80.76666,988.3,0
1237459,167.8333,3.633333,5.6,4.033333,81.14999,988.3,0
1237460,171.6667,4.616666,5.9,4,81.31667,988.3,0
1237461,178.3333,3.45,6.1,4,81.46667,988.2333,0
1237462,173.3333,4.85,6.6,4,81.5,988.2,0
1237463,170.8333,4.633333,5.9,4.066667,81.78333,988.1833,0
1237464,181.5,5.866666,7.3,4.133333,82.01666,988.1667,0
1237465,185.8333,5.4,6.4,4.216667,81.46667,988.2,0
1237466,188.5,5.116666,6.5,4.3,81.3,988.2,0
1237467,191.5,4.233333,6,4.4,80.8,988.2166,0
1237468,181.8333,3.55,4.8,4.4,80.38333,988.2,0
1237469,183,4.85,6,4.4,80.16666,988.2,0
1237470,182,4.916667,6.8,4.466667,80.03333,988.1667,0
1237471,165,3.8,7.7,4.5,79.86666,988.1833,0
1237472,185.6667,4.15,5.6,4.5,79.55,988.2,0
1237473,184.1667,4.2,5.5,4.6,79.2,988.2666,0
1237474,182,3.833333,5,4.583333,78.93333,988.3,0
1237475,172.3333,4.216667,6,4.5,78.98333,988.3,0
1237476,188.8333,4.25,5.5,4.5,79.05,988.2833,0
1237477,181.1667,4.583333,5.8,4.5,79.18333,988.2666,0
1237478,177.8333,5.066667,6.3,4.5,79.36667,988.2833,0
1237479,163,3.483333,5.4,4.5,79.43333,988.3,0
1237480,170.8333,3.25,4.5,4.4,79.41666,988.3,0
1237481,159.6667,3.5,4.9,4.4,79.48333,988.3,0
1237482,185.3333,3.95,5.2,4.35,79.68333,988.3,0
1237483,175.3333,4,4.9,4.3,79.88333,988.3,0
1237484,179.1667,3.05,3.9,4.3,80.11666,988.3,0
1237485,172.6667,2.75,4.9,4.2,80.28333,988.2666,0
1237486,182.8333,4.133333,4.7,4.2,80.38333,988.2,0
1237487,184.6667,2.95,3.8,4.166667,80.36667,988.2,0
1237488,173.6667,2.5,3.8,4.1,80.64999,988.2,0
1237489,173.8333,3.333333,4.7,4.066667,80.73333,988.1333,0
1237490,167.5,3.616667,5.4,4,80.91666,988.1166,0
1237491,155.8333,2.883333,4.9,4,81.1,988.0999,0
1237492,170.5,2.883333,5.2,4,81.28333,988.0999,0
1237493,177,4.4,5.8,4,81.4,988.0999,0
1237494,177.8333,4.883333,6.3,3.933333,81.35,988.0999,0
1237495,179.1667,4.566667,6.2,3.9,81.4,988.0999,0
1237496,175.8333,4.25,5.5,3.9,81.4,988.0999,0
1237497,189.8333,4.516666,5.7,3.9,81.48333,988.0999,0
1237498,189.3333,3.65,5.5,3.9,81.5,988.0999,0
1237499,174.6667,3.65,4.8,3.9,81.5,988.0999,0
1237500,182,3.483333,5.1,3.9,81.51666,988.0999,0
1237501,182.8333,3.7,5,3.9,81.56667,988.0999,0
1237502,174,3.75,5.4,3.9,81.4,988.0999,0
1237503,176.1667,2.6,4.1,3.9,81.48333,988.0166,0
1237504,148.1667,1.983333,3.2,3.9,81.48333,988,0
1237505,177.8333,1.8,3.4,3.9,81.55,988,0
1237506,168.5,2.133333,3.7,3.9,81.48333,988,0
1237507,159.6667,2.416667,4,3.9,81.43333,988,0
1237508,168.5,3.483333,4.6,3.9,81.41666,988,0
1237509,167.3333,3.833333,5.3,3.833333,81.4,987.9,0
1237510,168,4.116666,5.3,3.833333,81.51666,987.9,0
1237511,180.1667,2.95,5.4,3.9,81.35,987.9,0
1237512,174.1667,4.483333,5.8,3.933333,81.1,987.8,0
1237513,162.6667,3.45,5,4,80.78333,987.8,0
1237514,154.6667,2.383333,4.6,4.033333,80.48333,987.8,0
1237515,176.1667,2.933333,4.8,4.1,80.18333,987.8,0
1237516,166.8333,2.15,3.2,4.1,79.9,987.8,0
1237517,152.1667,1.866667,3.1,4.1,79.81667,987.8,0
1237518,157.5,2.033333,3.3,4.2,79.71667,987.8,0
1237519,126.3333,1.816667,2.7,4.2,79.46667,987.8,0
1237520,153.5,1.85,2.9,4.2,79.46667,987.8,0
1237521,162.8333,2.166667,3.3,4.3,79.13333,987.8,0
1237522,158.3333,1.416667,2.9,4.3,78.51666,987.8,0
1237523,123.1667,1.166667,2.2,4.366667,78.48333,987.8,0
1237524,104.6667,1.166667,1.7,4.4,78.11666,987.8,0
1237525,119.3333,0.85,1.7,4.416667,77.88333,987.8,0
1237526,133.5,1.766667,2.7,4.5,77.35,987.7166,0
1237527,142.1667,0.9333333,1.5,4.5,76.83334,987.6667,0
1237528,134.6667,1.716667,2.7,4.5,76.8,987.5999,0
1237529,119.8333,1.55,3,4.5,76.78333,987.55,0
1237530,144,2.316667,4.3,4.5,76.75,987.4833,0
1237531,123.1667,1.366667,2.7,4.416667,76.55,987.5,0
1237532,129.8333,1.183333,2.2,4.4,76.96667,987.5,0
1237533,155.3333,1.866667,2.9,4.4,76.78333,987.5,0
1237534,211.6667,1.316667,2.6,4.4,76.35,987.5,0
1237535,174.5,0.9333333,1.6,4.4,76.7,987.5,0
1237536,191.1667,1.216667,1.6,4.333333,76.56667,987.5,0
1237537,134,1.116667,2.1,4.3,76.83334,987.5,0
1237538,155.1667,1.183333,2.5,4.3,76.98333,987.5,0
1237539,169,1.016667,2.4,4.3,76.81667,987.5,0
1237540,131.8333,0.9666666,2.6,4.3,76.95,987.4333,0
1237541,127.3333,1.333333,2.3,4.3,76.91666,987.4,0
1237542,157.8333,1.733333,3.5,4.3,76.61666,987.3499,0
1237543,144.1667,1.816667,3,4.3,76.53333,987.3,0
1237544,152.3333,2.433333,3.9,4.3,76.2,987.25,0
1237545,122.6667,1.016667,1.9,4.3,76.21667,987.2,0
1237546,139.8333,2.316667,3.3,4.3,76.11666,987.2,0
1237547,144,2.166667,3.4,4.3,75.76666,987.2,0
1237548,163.3333,1.633333,2.6,4.3,75.8,987.2,0
1237549,151,1.383333,2.1,4.383333,75.9,987.1166,0
1237550,138.8333,1.116667,2.2,4.4,75.81667,987.0667,0
1237551,103.3333,1.333333,1.9,4.4,75.45,986.95,0
1237552,121.5,1.283333,2.2,4.4,75.43333,986.9,0
1237553,121,1.1,1.9,4.466667,75.33334,986.9,0
1237554,227,1.033333,1.7,4.5,74.98333,986.9,0
1237555,258.6667,0.5666667,1.4,4.5,74.7,986.9,0
1237556,235,0.9833333,1.8,4.466667,74.68333,986.9,0
1237557,173.1667,1.016667,2.2,4.4,74.61666,986.9,0
1237558,133.3333,0.7833333,1.1,4.4,74.93333,986.9,0
1237559,138.5,1.033333,1.8,4.4,74.76667,986.8333,0
1237560,72.5,0.9999999,1.5,4.4,74.85,986.8,0
1237561,81.33334,1.033333,1.7,4.483333,74.73333,986.7333,0
1237562,83.5,1.133333,2,4.5,74.58333,986.7,0
1237563,96.5,1.366667,2.1,4.5,74.33333,986.6833,0
1237564,110.5,1.3,2.4,4.5,74.28333,986.7,0
1237565,102,1.65,3,4.5,74.01666,986.6333,0
1237566,81.83334,1.166667,1.7,4.566667,73.88333,986.5999,0
1237567,119.3333,1.95,3.5,4.6,73.51666,986.5999,0
1237568,106,0.8166666,1.3,4.6,73.13333,986.5999,0
1237569,93.66666,1.466667,2.8,4.6,73.06667,986.5999,0
1237570,72.83334,1.05,1.5,4.6,73.2,986.6833,0
1237571,115.6667,1.216667,2.2,4.6,73.45,986.7,0
1237572,95.5,1.2,1.7,4.6,73.2,986.7,0
1237573,129.6667,1.783333,2.6,4.6,73.03333,986.7,0
1237574,195.5,1.1,1.8,4.6,72.88333,986.7,0
1237575,90.5,1,1.4,4.6,73.35,986.7,0
1237576,82.33334,0.8333333,1.4,4.6,73.48333,986.6833,0
1237577,74.16666,0.9166667,1.4,4.6,73.56667,986.5999,0
1237578,55.83333,1.55,2,4.6,73.6,986.5999,0
1237579,64.83334,1.266667,2,4.6,73.75,986.5999,0
1237580,89.83334,1.116667,1.6,4.6,73.73333,986.5999,0
1237581,37.83333,0.7666667,1.3,4.55,73.46667,986.5999,0
1237582,15.5,1.15,1.7,4.5,73.33334,986.5999,0
1237583,32,1.083333,1.8,4.5,73.28333,986.5,0
1237584,90,1.516667,2.3,4.466667,73.53333,986.5,0
1237585,45.66667,1.433333,2.2,4.4,73.68333,986.4333,0
1237586,26.66667,1.6,2.2,4.4,73.58333,986.4,0
1237587,23.83333,2.1,2.6,4.4,73.53333,986.3499,0
1237588,67.33334,1.916667,2.6,4.4,73.56667,986.3,0
1237589,36,1.316667,1.9,4.4,73.88333,986.3,0
1237590,46.33333,1.733333,2.4,4.4,74.01666,986.3,0
1237591,56.33333,1.283333,1.8,4.4,74.08333,986.3,0
1237592,64.16666,2,2.9,4.4,74.11666,986.3,0
1237593,62.16667,2.433333,3.5,4.4,73.9,986.3,0
1237594,66,2.5,3.1,4.333333,74.01666,986.2666,0
1237595,76.5,2.133333,2.8,4.3,74.23333,986.2,0
1237596,66.66666,2.05,3,4.3,74.33334,986.1333,0
1237597,67.33334,2.233333,3.1,4.3,74.48333,986.0999,0
1237598,53.5,2.233333,2.8,4.3,74.36667,986.0166,0
1237599,48.5,2.666667,3.2,4.2,74.24999,985.95,0
1237600,63,2.516667,3,4.2,74.28333,985.9,0
1237601,52.16667,2.183333,2.9,4.2,74.45,985.8167,0
1237602,73.66666,1.65,2.2,4.2,74.56667,985.8,0
1237603,88,1.3,2.1,4.2,74.88333,985.8,0
1237604,83.16666,1.9,2.9,4.266667,74.98333,985.7333,0
1237605,98.66666,2.133333,3.1,4.3,74.53333,985.7,0
1237606,83.33334,2.133333,2.9,4.3,74.35,985.7,0
1237607,84.16666,1.516667,2.2,4.3,74.26666,985.7,0
1237608,110.6667,1.1,2.6,4.3,74.36667,985.7,0
1237609,125.8333,1.2,1.9,4.3,74.15,985.6166,0
1237610,123,1.866667,3.3,4.3,73.93333,985.5999,0
1237611,138.5,1.4,2.3,4.383333,73.81667,985.5333,0
1237612,145.8333,1.7,3,4.416667,73.45,985.5,0
1237613,138.6667,1.9,3.2,4.5,72.85,985.4333,0
1237614,136.6667,1.616666,2.6,4.5,72.41666,985.4,0
1237615,163.6667,1.816667,4.3,4.5,72.13333,985.4,0
1237616,156.6667,4.483333,6.2,4.566667,71.31667,985.4,0
1237617,176.3333,2.916667,5.2,4.6,70.76666,985.3833,0
1237618,186.1667,2.766666,5.4,4.6,70.66666,985.4,0
1237619,175,4.166667,5.7,4.65,70.31667,985.3833,0
1237620,177.8333,2.816667,4.4,4.7,70.21667,985.4,0
1237621,176.3333,2.783333,4.1,4.7,70.56667,985.4,0
1237622,189.8333,2.2,3.6,4.7,70.6,985.4,0
1237623,183.5,1.85,3.2,4.666667,70.71667,985.4,0
1237624,169.8333,3.416667,5.6,4.6,71.03333,985.4333,0
1237625,184,4.5,5.9,4.6,70.91666,985.5,0
1237626,180,4.25,6.1,4.6,70.83334,985.5,0
1237627,179.6667,3.5,5.8,4.6,71.05,985.5,0
1237628,200,3.966666,5.5,4.6,71.16666,985.5166,0
1237629,199.5,4.2,5.5,4.6,71.2,985.5,0.15
1237630,187.1667,5.616666,6.9,4.6,71.18333,985.4833,0.1666667
1237631,186.1667,4.5,6.5,4.6,71.4,985.4167,1.383333
1237632,182.8333,5.716667,7.2,4.6,71.56667,985.4,1.8
1237633,193,4.75,7.2,4.6,71.96667,985.3499,1.883333
1237634,173.8333,5.483333,8.8,4.6,72.51666,985.3499,2.35
1237635,192.6667,5.933333,9.7,4.6,73.21667,985.3333,2.433333
1237636,183.5,5.983333,9.3,4.6,73.7,985.3499,2.933333
1237637,175.1667,6.25,8.6,4.566667,74.33334,985.4,2.683333
1237638,171.3333,5.016666,6.9,4.5,75.13333,985.3666,5.283333
1237639,188,6.233333,9.4,4.5,75.38333,985.3499,4.15
1237640,181.6667,5.383333,8.2,4.5,75.4,985.3666,4.066667
1237641,185.8333,5.5,7.7,4.5,75.8,985.3333,3.483333
1237642,195.3333,3.383333,6.4,4.45,75.96667,985.3499,5
1237643,161.5,5.966667,8.9,4.4,76.48333,985.2166,4.55
1237644,180,6.816666,9.4,4.4,76.46667,985.2,5.55
1237645,170.8333,5.016666,6.9,4.316667,76.95,985.1833,5.966667
1237646,207.6667,4.116666,6,4.3,77.65,985.1166,4.883333
1237647,165.8333,4.766667,7.5,4.233333,77.98333,985.0667,3.116667
1237648,160,5.449999,7.9,4.2,78.16666,985.05,6.183333
1237649,167.1667,4.366666,7.2,4.15,78.08334,985,5.366666
1237650,178.5,2.383333,4.4,4.1,78.73333,985,4.166667
1237651,173.1667,4.05,6,4.1,78.78333,984.9333,3.7
1237652,181.8333,3.233333,4.6,4.016666,78.74999,984.9167,2.8
1237653,182,3.05,5.1,4,79.18333,984.9,2.716666
1237654,167.5,3.966666,4.9,4,79.26666,984.8666,2.833333
1237655,149.1667,2.75,4.4,4,79.68333,984.8,3
1237656,94.83334,1.7,3.7,4,80.11666,984.7833,2.8
1237657,172.1667,4.45,6.5,4,79.91666,984.7,2.8
1237658,169.1667,3.95,7.5,4,79.6,984.7,1.55
1237659,145.1667,2.266667,3.5,3.983333,80.08334,984.65,1.183333
1237660,151.1667,3.066667,4.7,3.966666,80.2,984.5833,1.45
1237661,146.8333,3.066667,5.1,3.9,80.24999,984.5,1.5
1237662,152.8333,2.216666,3,3.966666,80.51666,984.5,1.133333
1237663,157.5,1.75,2.7,4,80.75,984.4167,1.65
1237664,158.5,2.333333,4.4,4,80.96667,984.3666,1.833333
1237665,134.1667,3.033333,4.7,4,80.86666,984.3167,0.6666667
1237666,154.8333,2.516667,3.8,4,80.65,984.2166,0.2333333
1237667,147.5,2.9,4.1,4,80.73333,984.2,0.4333333
1237668,135.3333,1.416667,2.2,4,81.03333,984.1166,1.116667
1237669,119.1667,2,4.1,4,81.21667,984.0667,1.683333
1237670,132.3333,1.833333,2.9,4,81.21667,984,1.366667
1237671,153.1667,1.95,3.2,4,81.23333,983.9,0.4833333
1237672,120,1.866666,4.5,4,81.38333,983.9,0.25
1237673,147,2.5,5,4.016666,81.35,983.8167,0.1333333
1237674,112,1.45,2.4,4,81.28333,983.8,0.4166667
1237675,131,1.7,2.8,4,81.43333,983.7666,1.166667
1237676,127.1667,2.116667,3.3,4,81.38333,983.7,1.5
1237677,115.1667,1.383333,4,4,81.65,983.7,1.233333
1237678,129.1667,2.383333,4.2,4,81.63333,983.6833,1.216667
1237679,134.5,2.566667,4.1,4,81.68333,983.5999,1.5
1237680,142,1.883333,3.2,4,81.63333,983.5833,1.033333
1237681,117,2.05,3.3,4,81.78333,983.5,1.05
1237682,154.5,2.016667,4.2,4,82,983.4666,1.333333
1237683,135.5,2.9,5.1,4,81.83334,983.3499,1.1
1237684,147.5,3.216666,5.6,4,81.75,983.3,1.2
1237685,139.8333,3.7,6.3,3.9,81.93333,983.2,1.35
1237686,175.8333,3.516666,5.7,3.9,81.86667,983.2333,1.866667
1237687,131.3333,3.5,5.5,3.9,81.81667,983.2333,2.016667
1237688,131.5,2.616667,5.5,3.833333,81.9,983.1833,2.15
1237689,135.5,2.366667,4,3.8,82.1,983.1333,2.083333
1237690,138.5,3.35,6.9,3.8,82.06667,983.0667,2.983333
1237691,136.1667,2.466666,3.9,3.8,82.03333,983.05,2.916667
1237692,133.1667,3.15,5.6,3.8,82.26666,982.9833,2.383333
1237693,145,3.783333,6.3,3.8,82.26667,982.9666,1.65
1237694,123.6667,2.216667,4.3,3.8,82.58334,982.9,1.583333
1237695,137.5,3.15,4.1,3.8,82.21667,982.9,0.8833333
1237696,131.6667,2.75,4.2,3.8,82.26667,982.8167,1.65
1237697,150.3333,2.533333,4.4,3.8,82.45,982.8,1.45
1237698,140.5,3.266666,5.9,3.8,82.56667,982.7666,0.8666666
1237699,149.6667,3.716666,6.7,3.8,82.16666,982.75,1.3
1237700,132.8333,3.833333,7,3.716666,82.43333,982.6166,1.5
1237701,156.5,5,7.7,3.7,82.06667,982.5333,1.816667
1237702,157.3333,4.416667,6.6,3.7,82.25,982.5,1.35
1237703,140.1667,2.833333,5.2,3.7,82.63333,982.5166,0.6666666
1237704,153.8333,3.066667,5.8,3.7,82.7,982.45,0.5
1237705,171.1667,3.35,5.4,3.616667,82.56667,982.3499,1.016667
1237706,149,5.366666,7.8,3.6,82.46667,982.3167,0.6666667
1237707,136,4.15,7.8,3.6,82.51666,982.3499,0.2666667
1237708,140.6667,4.2,7.2,3.6,82.7,982.3833,0.4833333
1237709,155.6667,3.816667,5.7,3.533333,82.96667,982.3666,0.4166667
1237710,144.1667,4.083333,7,3.5,82.9,982.3666,0.3333333
1237711,160.3333,2.75,6.1,3.5,83.14999,982.3333,0.4166667
1237712,149.1667,4.483333,7.1,3.5,82.93333,982.2166,0.95
1237713,141.3333,3.35,5.7,3.5,82.9,982.2833,0.7
1237714,146.3333,3.383333,5,3.5,83.13333,982.2,0.2166667
1237715,154.5,3.85,6.4,3.5,83.35,982.1667,0.01666667
1237716,141.5,4.1,6.6,3.5,83.3,982.1333,0.01666667
1237717,136.3333,4.7,6.8,3.5,83.11666,982.0833,0.2333333
1237718,146.5,5.05,7.6,3.45,83.15,982.0667,0.9999999
1237719,143.6667,3.4,6.2,3.4,83.14999,982.05,1.25
1237720,153,3.616667,6.7,3.4,83.18333,982.0166,0.3
1237721,143.3333,4.2,8.4,3.4,83.06667,981.9833,0.06666667
1237722,158.1667,3.35,5,3.4,83.15,981.9833,0.2666667
1237723,142.6667,3.416666,5.9,3.4,83.5,981.9,0.1166667
1237724,141.3333,4,6.2,3.5,83.36666,981.8333,0.09999999
1237725,136.5,3.716666,5.6,3.5,83.24999,981.8,0.2
1237726,141.1667,3.65,5.6,3.5,83.45,981.7833,0.15
1237727,144.5,4.966667,7.4,3.5,83.15,981.6833,0
1237728,149,4.166667,5.7,3.5,82.95,981.7166,0
1237729,137,3.8,5.9,3.5,83.05,981.6333,0
1237730,147.3333,3.7,5.7,3.5,82.86667,981.7,0
1237731,145.5,5.4,7.1,3.55,82.55,981.6333,0
1237732,159.8333,4.55,6.8,3.6,82.25,981.5333,0
1237733,146.1667,4.083333,5.9,3.6,81.95,981.4666,0.05
1237734,154.8333,4.783333,6.4,3.6,81.56667,981.35,0
1237735,143,4.533333,6.3,3.6,81.51666,981.2833,0
1237736,150,4.9,7.6,3.666667,81.35,981.2666,0
1237737,128.1667,3.5,6.1,3.7,81.16666,981.2333,0
1237738,156,3.516666,5,3.7,81.16666,981.2666,0.03333334
1237739,156.8333,4.2,7.7,3.7,81.23333,981.2666,0.2
1237740,161.1667,4.65,6.7,3.7,80.95,981.2333,0.45
1237741,173.3333,2.066667,4.4,3.7,81.11666,981.1833,0.03333334
1237742,165.3333,3.75,7.8,3.733333,81.15,981.1667,0
1237743,143,3.8,5.3,3.8,80.96667,981.0833,0
1237744,158.6667,4.666667,6.6,3.8,80.91666,980.95,0
1237745,157.8333,5.9,8.2,3.8,80.76667,980.8,0
1237746,157,7.449999,10.2,3.816667,79.93333,980.7166,0
1237747,158.5,5.683333,9.5,3.9,79.55,980.7,0
1237748,159,7.6,10.8,3.916667,79.11666,980.65,0
1237749,150.3333,5.883333,9.4,4,78.7,980.65,0
1237750,169.5,6.699999,9.6,4,78.41666,980.75,0
1237751,164.6667,5.5,9,4.1,78.21667,980.7666,0
1237752,173.6667,5.35,7.9,4.1,78.05,980.7833,0
1237753,172.1667,6.15,11.5,4.1,78.01666,980.6833,0
1237754,171.8333,10.36667,13.4,4.1,77.26666,980.4833,0.05
1237755,177.1667,7.166667,9.5,4.2,77.05,980.6833,0.03333334
1237756,172.1667,6.9,11.7,4.2,77.24999,980.6666,0
1237757,177.5,7.133333,11.2,4.2,77.11666,980.6166,0
1237758,164.1667,6.166667,10.3,4.216667,77.2,980.5833,0
1237759,172.1667,5.383333,8,4.233333,76.98333,980.6166,0
1237760,181.5,3.883333,7.5,4.3,77.53333,980.6166,0
1237761,148.3333,4.066667,7.4,4.3,77.3,980.6166,0
1237762,154.5,5.55,10.8,4.3,77.46667,980.5333,0
1237763,174.8333,4.933333,9.1,4.3,77.4,980.5,0
1237764,169.3333,6.3,9.2,4.3,77.41666,980.45,0
1237765,172,8.733333,10.3,4.3,76.98333,980.4,0
1237766,165.5,7,10.5,4.3,77,980.3666,0
1237767,168.3333,8.4,12,4.3,76.88333,980.2833,0
1237768,148.5,5.916666,9.3,4.3,76.98333,980.3666,0
1237769,160.6667,5.783333,10.8,4.35,77.3,980.2833,0
1237770,158,5.183333,9.8,4.4,77.53333,980.2166,0
1237771,163,7.699999,12.2,4.4,77.13333,980.15,0
1237772,155.8333,4.383333,7.9,4.4,77.1,980.1667,0
1237773,170.1667,5.1,10.2,4.4,77.03333,980.0999,0
1237774,168.6667,4.716667,8.2,4.4,77,980.05,0
1237775,176.6667,6.716666,11.8,4.4,76.71667,980.0833,0
1237776,159.8333,3.45,5.6,4.4,76.98333,980,0
1237777,170.6667,5.533333,8.7,4.4,76.8,979.8666,0
1237778,150.1667,7.4,9.9,4.4,76.68333,979.8833,0
1237779,158.8333,4.966667,10.1,4.366667,76.61666,979.8333,0
1237780,168.3333,6.883333,10.8,4.366667,76.48333,979.8333,0
1237781,166.6667,6.916667,9.7,4.383333,76.33334,979.8666,0
1237782,191.3333,6.283333,9.7,4.4,76.36666,979.7499,0
1237783,164.6667,6.6,10,4.4,76.63333,979.8167,0
1237784,161.8333,7.283333,10.5,4.416667,76.18333,979.6833,0.03333334
1237785,162.5,4.966667,9.2,4.45,76.06667,979.7166,0
1237786,156.1667,7.75,13.1,4.5,75.45,979.65,0
1237787,167.3333,4.816667,8,4.5,75.71667,979.6333,0
1237788,161.3333,6.616666,9.7,4.5,75.45,979.55,0
1237789,170.5,7.35,10.4,4.5,75.51666,979.5333,0
1237790,159.1667,5.233333,8.7,4.5,75.53333,979.55,0
1237791,167.5,5.6,9.3,4.5,75.85,979.5667,0
1237792,173.3333,5.449999,8.6,4.583333,75.88333,979.5999,0
1237793,172.6667,5.433333,8.9,4.5,75.64999,979.5999,0
1237794,165.1667,3.883333,7.3,4.5,75.91666,979.5999,0
1237795,167,4.483333,6.4,4.5,76.16666,979.5667,0
1237796,195.3333,3.25,5.4,4.5,76.56667,979.5833,0
1237797,169.8333,5.5,9.6,4.5,76.75,979.5,0
1237798,162.1667,5.4,10.1,4.5,76.63333,979.5,0
1237799,184.1667,7.6,9.6,4.466667,76.75,979.4666,0
1237800,179.5,7.583333,11,4.4,76.56667,979.4333,0
1237801,158.6667,4.5,8,4.4,76.8,979.4167,0
1237802,170.8333,7.55,11.7,4.4,76.41666,979.3167,0
1237803,175,7.116666,12.1,4.4,76.45,979.3666,0
1237804,190.1667,8.416667,10.7,4.4,76.15,979.2333,0
1237805,190.3333,6.533333,9.9,4.4,76.03333,979.3,0
1237806,181,6.166666,10.5,4.333333,76.18333,979.3333,0
1237807,182.5,6.383333,9.9,4.3,76.36667,979.2666,0
1237808,175.3333,7.633333,10.7,4.3,76.35,979.2333,0
1237809,175.6667,8.416667,10.8,4.3,76.23333,979.1833,0
1237810,169.1667,6.266666,10.4,4.216667,76.53333,979.2166,0
1237811,188.3333,6.416667,9.6,4.2,76.41666,979.2,0
1237812,181,7.35,9.7,4.2,76.31667,979.1833,0
1237813,192.3333,6.283333,8.8,4.2,76.45,979.2,0
1237814,182.5,6.883333,10.2,4.2,76.43333,979.1166,0
1237815,188.8333,4.083333,7,4.2,76.73333,979.15,0
1237816,171,5.366666,8.2,4.25,76.86666,979.0166,0
1237817,174.1667,7.133333,12.8,4.25,76.4,978.8499,0.08333334
1237818,167,7.783333,13.6,4.2,76.2,978.7833,0.01666667
1237819,191.1667,8.333333,11.7,4.2,75.86667,978.7666,0.01666667
1237820,178.6667,6.633333,10.3,4.2,75.86667,978.7666,0.08333334
1237821,190.8333,7.9,11.9,4.2,76.03333,978.7499,0
1237822,181.1667,7.716667,10.4,4.2,75.78333,978.6833,0
1237823,180,5.316666,9.3,4.233333,75.9,978.7333,0
1237824,160.8333,5.883333,8.5,4.3,75.95,978.5833,0
1237825,183.5,6.949999,9.7,4.3,75.85,978.5667,0
1237826,192,5.116666,9.4,4.3,75.96667,978.4666,0
1237827,175.3333,8.533333,12.3,4.3,75.78333,978.3,0
1237828,193,6.933333,11.8,4.3,75.88333,978.3333,0
1237829,175,8.849999,13.2,4.3,75.78333,978.25,0.01666667
1237830,181.3333,6.916667,10.7,4.35,75.63333,978.3,0.08333334
1237831,184.8333,7.466667,10.7,4.4,75.63333,978.3333,0.25
1237832,182.5,6.083333,8.9,4.4,75.68333,978.4,0.05
1237833,212,5.416667,7.1,4.4,75.78333,978.45,0
1237834,175,4.95,10.3,4.4,75.98333,978.4,0
1237835,164.3333,6.383333,10.7,4.4,76.06667,978.3833,0
1237836,177.5,7.15,10.8,4.333333,76,978.3833,0
1237837,202.3333,5.433333,7.7,4.3,76.11666,978.4,0
1237838,172.6667,5.55,8.3,4.3,76.45,978.4,0
1237839,185.1667,6.449999,8.6,4.3,76.48333,978.4,0
1237840,183,6.1,8.6,4.3,76.51666,978.4666,0
1237841,188.1667,5.933333,8.2,4.3,76.7,978.4833,0
1237842,184.1667,5.433333,6.8,4.3,76.8,978.4666,0
1237843,181.6667,5.75,8.2,4.233333,77.08334,978.4333,0
1237844,181,6.3,8.5,4.283333,77.4,978.3833,0
1237845,177.1667,5.983333,8.6,4.3,77.51666,978.3833,0
1237846,185.6667,5.516666,8.2,4.35,77.45,978.4167,0
1237847,184.1667,5,8.4,4.4,77.9,978.4333,0
1237848,183.5,5.85,8.4,4.466667,78.36666,978.4333,0.09999999
1237849,187.3333,5.366666,7.5,4.633333,78.11666,978.5166,0.09999999
1237850,158.5,4.483333,8.8,4.766667,77.73333,978.5,0
1237851,185.8333,5.866666,8.3,4.916667,77.31667,978.4167,0
1237852,202,6.45,8.5,5.033333,76.71667,978.3666,0
1237853,192,4.183333,7.2,5.116666,76.28333,978.4167,0
1237854,179.5,5.4,7.1,5.2,76.11666,978.3833,0
1237855,180.5,4.833333,6.7,5.2,75.9,978.3666,0
1237856,190.5,5.583333,7.1,5.3,75.86667,978.4,0
1237857,190.5,5.8,8,5.3,75.85,978.4,0
1237858,168.6667,3.466666,6.1,5.3,75.86667,978.4167,0
1237859,189.3333,5.083333,7.5,5.3,76.13333,978.3333,0
1237860,191.8333,5.75,8.8,5.333333,76.05,978.3666,0
1237861,180.5,5.416667,7.8,5.4,76,978.4167,0
1237862,180.8333,6.333333,8.4,5.416667,75.96667,978.3167,0
1237863,183.5,5.033333,7.3,5.5,75.73333,978.3167,0
1237864,196.8333,6,8,5.516666,75.75,978.3833,0
1237865,182.3333,6.8,10.5,5.6,75.15,978.3666,0
1237866,187,5.833333,8.2,5.55,74.9,978.4167,0
1237867,187,4.65,6.7,5.483333,75.08334,978.3833,0
